DATA VENDA,PRODUTO,VALOR,ESTADO,REGIÃO
2017-04-19,Fox, R$ 54750.00 ,Goiás,Centro-Oeste
2017-04-19,Up!, R$ 37990.00 ,Roraima,Norte
2017-04-19,Fox, R$ 54750.00 ,Rio de Janeiro,Sudeste
2017-04-19,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-04-19,Fox, R$ 54750.00 ,Rio Grande do Norte,Nordeste
2017-04-20,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2017-04-20,Up!, R$ 37990.00 ,Santa Catarina,Sul
2017-04-20,Gol, R$ 42990.00 ,Tocantins,Norte
2017-04-20,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2017-04-20,SpaceFox, R$ 59160.00 ,Maranhão,Nordeste
2017-04-20,Gol, R$ 42990.00 ,Santa Catarina,Sul
2017-04-21,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-04-21,Gol, R$ 42990.00 ,Amazonas,Norte
2017-04-21,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-04-21,Fox, R$ 54750.00 ,Mato Grosso,Centro-Oeste
2017-04-21,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-04-21,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-04-21,Gol, R$ 42990.00 ,Santa Catarina,Sul
2017-04-21,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2017-04-21,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-04-22,Jetta, R$ 94190.00 ,Rio Grande do Norte,Nordeste
2017-04-22,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-04-22,Jetta, R$ 94190.00 ,São Paulo,Sudeste
2017-04-22,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-04-22,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-04-22,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2017-04-22,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-04-22,Saveiro, R$ 47490.00 ,Tocantins,Norte
2017-04-22,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-04-22,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-04-22,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2017-04-22,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-04-22,Gol, R$ 42990.00 ,Tocantins,Norte
2017-04-22,Gol, R$ 42990.00 ,Mato Grosso do Sul,Centro-Oeste
2017-04-22,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-04-22,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2017-04-22,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-04-22,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-04-22,Up!, R$ 37990.00 ,Roraima,Norte
2017-04-22,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-04-22,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-04-22,Fox, R$ 54750.00 ,São Paulo,Sudeste
2017-04-23,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-04-23,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-23,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-04-23,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-23,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-04-23,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-04-23,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-04-23,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-04-23,SpaceFox, R$ 59160.00 ,Rio Grande do Sul,Sul
2017-04-23,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-23,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-23,Fox, R$ 54750.00 ,Mato Grosso,Centro-Oeste
2017-04-23,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2017-04-23,Up!, R$ 37990.00 ,Acre,Norte
2017-04-24,Gol, R$ 42990.00 ,Amazonas,Norte
2017-04-24,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-04-24,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-04-24,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2017-04-24,Gol, R$ 42990.00 ,Amazonas,Norte
2017-04-24,Saveiro, R$ 47490.00 ,Ceará,Nordeste
2017-04-24,Gol, R$ 42990.00 ,Bahia,Nordeste
2017-04-24,Jetta, R$ 94190.00 ,Rio Grande do Sul,Sul
2017-04-24,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2017-04-24,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2017-04-24,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2017-04-24,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2017-04-24,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2017-04-24,SpaceFox, R$ 59160.00 ,Espírito Santo,Sudeste
2017-04-24,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-04-24,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-04-24,Fox, R$ 54750.00 ,São Paulo,Sudeste
2017-04-24,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-04-24,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-24,Up!, R$ 37990.00 ,Paraíba,Nordeste
2017-04-24,Gol, R$ 42990.00 ,Tocantins,Norte
2017-04-24,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-24,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-04-25,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2017-04-25,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-04-25,Gol, R$ 42990.00 ,Pará,Norte
2017-04-25,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-04-25,Gol, R$ 42990.00 ,Piauí,Nordeste
2017-04-25,Fox, R$ 54750.00 ,Ceará,Nordeste
2017-04-25,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-04-25,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2017-04-25,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-25,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-04-26,Fox, R$ 54750.00 ,Amapá,Norte
2017-04-26,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-04-26,Voyage, R$ 49990.00 ,Espírito Santo,Sudeste
2017-04-26,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-04-26,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-04-26,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-04-26,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-04-26,Fox, R$ 54750.00 ,Espírito Santo,Sudeste
2017-04-26,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-04-26,Saveiro, R$ 47490.00 ,Mato Grosso do Sul,Centro-Oeste
2017-04-26,Jetta, R$ 94190.00 ,Pernambuco,Nordeste
2017-04-26,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2017-04-26,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-27,Gol, R$ 42990.00 ,Tocantins,Norte
2017-04-27,Up!, R$ 37990.00 ,Sergipe,Nordeste
2017-04-27,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-04-27,Up!, R$ 37990.00 ,Acre,Norte
2017-04-27,Gol, R$ 42990.00 ,Maranhão,Nordeste
2017-04-27,Gol, R$ 42990.00 ,Santa Catarina,Sul
2017-04-27,Fox, R$ 54750.00 ,Rio de Janeiro,Sudeste
2017-04-27,Gol, R$ 42990.00 ,Mato Grosso,Centro-Oeste
2017-04-27,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-27,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2017-04-27,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2017-04-27,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-04-27,Up!, R$ 37990.00 ,Amapá,Norte
2017-04-27,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2017-04-28,Saveiro, R$ 47490.00 ,Bahia,Nordeste
2017-04-28,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-28,Saveiro, R$ 47490.00 ,Sergipe,Nordeste
2017-04-28,Saveiro, R$ 47490.00 ,Alagoas,Nordeste
2017-04-28,Gol, R$ 42990.00 ,Roraima,Norte
2017-04-28,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-04-28,Voyage, R$ 49990.00 ,Minas Gerais,Sudeste
2017-04-28,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-04-28,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-04-28,SpaceFox, R$ 59160.00 ,São Paulo,Sudeste
2017-04-28,SpaceFox, R$ 59160.00 ,Paraná,Sul
2017-04-28,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-04-29,Gol, R$ 42990.00 ,Roraima,Norte
2017-04-29,Up!, R$ 37990.00 ,Rondônia,Norte
2017-04-29,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-04-29,Gol, R$ 42990.00 ,Paraíba,Nordeste
2017-04-29,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2017-04-29,Gol, R$ 42990.00 ,Roraima,Norte
2017-04-29,Gol, R$ 42990.00 ,Piauí,Nordeste
2017-04-29,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-04-29,Gol, R$ 42990.00 ,Santa Catarina,Sul
2017-04-29,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-04-29,SpaceFox, R$ 59160.00 ,Roraima,Norte
2017-04-30,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2017-04-30,SpaceFox, R$ 59160.00 ,Rio Grande do Norte,Nordeste
2017-04-30,Fox, R$ 54750.00 ,Piauí,Nordeste
2017-04-30,Gol, R$ 42990.00 ,Rondônia,Norte
2017-04-30,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-04-30,Voyage, R$ 49990.00 ,Espírito Santo,Sudeste
2017-04-30,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-30,Up!, R$ 37990.00 ,Tocantins,Norte
2017-04-30,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-30,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2017-04-30,Up!, R$ 37990.00 ,Paraná,Sul
2017-04-30,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-04-30,Jetta, R$ 94190.00 ,Roraima,Norte
2017-05-01,Fox, R$ 54750.00 ,Rio de Janeiro,Sudeste
2017-05-01,Saveiro, R$ 47490.00 ,Paraíba,Nordeste
2017-05-01,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-05-01,Gol, R$ 42990.00 ,Maranhão,Nordeste
2017-05-01,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-05-01,SpaceFox, R$ 59160.00 ,Pará,Norte
2017-05-01,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-05-01,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-05-01,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-05-01,Voyage, R$ 49990.00 ,Maranhão,Nordeste
2017-05-01,Fox, R$ 54750.00 ,Paraíba,Nordeste
2017-05-01,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2017-05-01,Saveiro, R$ 47490.00 ,Amazonas,Norte
2017-05-01,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-05-01,Up!, R$ 37990.00 ,Roraima,Norte
2017-05-02,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-05-02,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-05-02,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-05-02,Voyage, R$ 49990.00 ,Paraná,Sul
2017-05-02,Fox, R$ 54750.00 ,Goiás,Centro-Oeste
2017-05-02,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2017-05-02,Saveiro, R$ 47490.00 ,Amapá,Norte
2017-05-02,Fox, R$ 54750.00 ,Goiás,Centro-Oeste
2017-05-02,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2017-05-02,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-05-02,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-05-02,Up!, R$ 37990.00 ,Paraíba,Nordeste
2017-05-02,Fox, R$ 54750.00 ,Acre,Norte
2017-05-03,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2017-05-03,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-05-03,Fox, R$ 54750.00 ,Pará,Norte
2017-05-03,Jetta, R$ 94190.00 ,Santa Catarina,Sul
2017-05-03,Voyage, R$ 49990.00 ,Pernambuco,Nordeste
2017-05-03,Gol, R$ 42990.00 ,Santa Catarina,Sul
2017-05-03,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-05-03,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-05-03,Saveiro, R$ 47490.00 ,Mato Grosso do Sul,Centro-Oeste
2017-05-03,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-05-03,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-05-03,Voyage, R$ 49990.00 ,Espírito Santo,Sudeste
2017-05-03,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-05-03,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-05-03,Up!, R$ 37990.00 ,Paraná,Sul
2017-05-04,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-05-04,Voyage, R$ 49990.00 ,Tocantins,Norte
2017-05-04,Jetta, R$ 94190.00 ,Goiás,Centro-Oeste
2017-05-04,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-05-04,Gol, R$ 42990.00 ,Paraíba,Nordeste
2017-05-04,Jetta, R$ 94190.00 ,Rio Grande do Sul,Sul
2017-05-04,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2017-05-04,Up!, R$ 37990.00 ,Piauí,Nordeste
2017-05-04,Jetta, R$ 94190.00 ,Bahia,Nordeste
2017-05-04,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-05-04,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-05-04,Gol, R$ 42990.00 ,Acre,Norte
2017-05-04,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-05-05,Voyage, R$ 49990.00 ,Santa Catarina,Sul
2017-05-05,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-05-05,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-05-05,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2017-05-05,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2017-05-05,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-05-05,Up!, R$ 37990.00 ,Acre,Norte
2017-05-05,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2017-05-06,Voyage, R$ 49990.00 ,Acre,Norte
2017-05-06,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-05-06,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-05-06,Up!, R$ 37990.00 ,Paraíba,Nordeste
2017-05-06,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-05-06,Fox, R$ 54750.00 ,Paraná,Sul
2017-05-06,Gol, R$ 42990.00 ,Santa Catarina,Sul
2017-05-06,Voyage, R$ 49990.00 ,Roraima,Norte
2017-05-06,Fox, R$ 54750.00 ,São Paulo,Sudeste
2017-05-06,Gol, R$ 42990.00 ,Ceará,Nordeste
2017-05-06,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-05-06,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-05-06,Up!, R$ 37990.00 ,Ceará,Nordeste
2017-05-06,Gol, R$ 42990.00 ,Piauí,Nordeste
2017-05-07,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-05-07,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-05-07,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-05-07,Up!, R$ 37990.00 ,Maranhão,Nordeste
2017-05-07,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-05-07,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2017-05-07,Voyage, R$ 49990.00 ,Espírito Santo,Sudeste
2017-05-07,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-05-07,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-05-07,SpaceFox, R$ 59160.00 ,Rio de Janeiro,Sudeste
2017-05-07,Gol, R$ 42990.00 ,Amapá,Norte
2017-05-07,Up!, R$ 37990.00 ,Rio Grande do Norte,Nordeste
2017-05-07,Saveiro, R$ 47490.00 ,Amazonas,Norte
2017-05-08,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-05-08,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2017-05-08,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-05-08,Fox, R$ 54750.00 ,Acre,Norte
2017-05-08,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2017-05-08,Gol, R$ 42990.00 ,Mato Grosso do Sul,Centro-Oeste
2017-05-08,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-05-08,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2017-05-08,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2017-05-08,Up!, R$ 37990.00 ,Mato Grosso,Centro-Oeste
2017-05-08,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-05-09,Voyage, R$ 49990.00 ,Pernambuco,Nordeste
2017-05-09,SpaceFox, R$ 59160.00 ,Amazonas,Norte
2017-05-09,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-05-09,Gol, R$ 42990.00 ,Rio Grande do Norte,Nordeste
2017-05-09,Voyage, R$ 49990.00 ,Minas Gerais,Sudeste
2017-05-09,Up!, R$ 37990.00 ,Sergipe,Nordeste
2017-05-09,Fox, R$ 54750.00 ,São Paulo,Sudeste
2017-05-09,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-05-09,Saveiro, R$ 47490.00 ,Santa Catarina,Sul
2017-05-09,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-05-09,Up!, R$ 37990.00 ,Rio Grande do Norte,Nordeste
2017-05-09,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2017-05-10,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-05-10,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2017-05-10,Jetta, R$ 94190.00 ,Paraíba,Nordeste
2017-05-10,Fox, R$ 54750.00 ,Rio de Janeiro,Sudeste
2017-05-10,SpaceFox, R$ 59160.00 ,Tocantins,Norte
2017-05-10,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-05-10,Up!, R$ 37990.00 ,Maranhão,Nordeste
2017-05-10,SpaceFox, R$ 59160.00 ,Alagoas,Nordeste
2017-05-10,Fox, R$ 54750.00 ,Santa Catarina,Sul
2017-05-10,Gol, R$ 42990.00 ,Roraima,Norte
2017-05-10,Fox, R$ 54750.00 ,Espírito Santo,Sudeste
2017-05-10,Gol, R$ 42990.00 ,Acre,Norte
2017-05-10,Gol, R$ 42990.00 ,Santa Catarina,Sul
2017-05-11,Gol, R$ 42990.00 ,Tocantins,Norte
2017-05-11,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2017-05-11,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-05-11,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-05-11,Jetta, R$ 94190.00 ,Pernambuco,Nordeste
2017-05-11,Voyage, R$ 49990.00 ,Amazonas,Norte
2017-05-11,Voyage, R$ 49990.00 ,Rio Grande do Norte,Nordeste
2017-05-11,Jetta, R$ 94190.00 ,Santa Catarina,Sul
2017-05-11,Gol, R$ 42990.00 ,Tocantins,Norte
2017-05-11,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2017-05-11,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-05-11,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2017-05-11,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-05-12,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-05-12,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-05-12,Saveiro, R$ 47490.00 ,Santa Catarina,Sul
2017-05-12,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2017-05-12,Up!, R$ 37990.00 ,Rio Grande do Norte,Nordeste
2017-05-12,Up!, R$ 37990.00 ,Sergipe,Nordeste
2017-05-12,Fox, R$ 54750.00 ,Bahia,Nordeste
2017-05-13,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2017-05-13,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-05-13,SpaceFox, R$ 59160.00 ,Rio de Janeiro,Sudeste
2017-05-13,Gol, R$ 42990.00 ,Alagoas,Nordeste
2017-05-13,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-05-13,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2017-05-13,Jetta, R$ 94190.00 ,Rio Grande do Norte,Nordeste
2017-05-13,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-05-13,Gol, R$ 42990.00 ,Ceará,Nordeste
2017-05-14,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2017-05-14,Up!, R$ 37990.00 ,Paraíba,Nordeste
2017-05-14,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2017-05-14,Fox, R$ 54750.00 ,Roraima,Norte
2017-05-14,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-05-14,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2017-05-14,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-05-15,Jetta, R$ 94190.00 ,Rio Grande do Sul,Sul
2017-05-15,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-05-15,Jetta, R$ 94190.00 ,São Paulo,Sudeste
2017-05-15,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2017-05-15,SpaceFox, R$ 59160.00 ,São Paulo,Sudeste
2017-05-15,Saveiro, R$ 47490.00 ,Bahia,Nordeste
2017-05-15,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2017-05-15,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-05-15,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2017-05-15,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-05-15,SpaceFox, R$ 59160.00 ,Pará,Norte
2017-05-15,Fox, R$ 54750.00 ,Amapá,Norte
2017-05-15,Fox, R$ 54750.00 ,Rio de Janeiro,Sudeste
2017-05-16,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2017-05-16,Saveiro, R$ 47490.00 ,Paraíba,Nordeste
2017-05-16,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2017-05-16,Fox, R$ 54750.00 ,São Paulo,Sudeste
2017-05-16,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-05-16,Gol, R$ 42990.00 ,Amapá,Norte
2017-05-16,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-05-16,Jetta, R$ 94190.00 ,São Paulo,Sudeste
2017-05-16,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-05-16,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2017-05-16,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-05-16,Jetta, R$ 94190.00 ,Pernambuco,Nordeste
2017-05-17,Fox, R$ 54750.00 ,Acre,Norte
2017-05-17,SpaceFox, R$ 59160.00 ,Rio Grande do Sul,Sul
2017-05-17,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2017-05-17,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-05-17,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-05-17,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-05-17,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2017-05-17,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2017-05-17,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2017-05-17,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-05-18,Saveiro, R$ 47490.00 ,Acre,Norte
2017-05-18,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2017-05-18,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-05-18,Gol, R$ 42990.00 ,Mato Grosso do Sul,Centro-Oeste
2017-05-18,Saveiro, R$ 47490.00 ,Amazonas,Norte
2017-05-18,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-05-18,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2017-05-18,Up!, R$ 37990.00 ,Tocantins,Norte
2017-05-18,Voyage, R$ 49990.00 ,Minas Gerais,Sudeste
2017-05-18,Gol, R$ 42990.00 ,Santa Catarina,Sul
2017-05-18,Gol, R$ 42990.00 ,Amazonas,Norte
2017-05-18,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2017-05-18,SpaceFox, R$ 59160.00 ,Pernambuco,Nordeste
2017-05-18,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-05-19,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-05-19,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-05-19,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-05-19,Gol, R$ 42990.00 ,Roraima,Norte
2017-05-19,Gol, R$ 42990.00 ,Tocantins,Norte
2017-05-19,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-05-19,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2017-05-19,Jetta, R$ 94190.00 ,Pará,Norte
2017-05-19,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2017-05-19,Up!, R$ 37990.00 ,Alagoas,Nordeste
2017-05-19,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-05-19,Saveiro, R$ 47490.00 ,Mato Grosso,Centro-Oeste
2017-05-19,Voyage, R$ 49990.00 ,Paraná,Sul
2017-05-19,Up!, R$ 37990.00 ,Mato Grosso do Sul,Centro-Oeste
2017-05-19,Fox, R$ 54750.00 ,São Paulo,Sudeste
2017-05-20,Fox, R$ 54750.00 ,Alagoas,Nordeste
2017-05-20,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-05-20,Up!, R$ 37990.00 ,Mato Grosso do Sul,Centro-Oeste
2017-05-20,Saveiro, R$ 47490.00 ,Mato Grosso do Sul,Centro-Oeste
2017-05-20,Jetta, R$ 94190.00 ,Piauí,Nordeste
2017-05-20,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-05-20,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2017-05-20,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-05-20,Up!, R$ 37990.00 ,Paraíba,Nordeste
2017-05-20,Gol, R$ 42990.00 ,Acre,Norte
2017-05-20,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-05-20,Voyage, R$ 49990.00 ,Alagoas,Nordeste
2017-05-20,Gol, R$ 42990.00 ,Piauí,Nordeste
